gene,kNN_max_score,nearest_approved_target,approved_drugs_targeting_nearest_gene,is_approved_target,n_downstream_z3,culture_condition
TSPYL1,0.1761229187250137,PRKCA,MIDOSTAURIN,False,154,Stim48hr
TYSND1,0.1761150956153869,PRKCA,MIDOSTAURIN,False,25,Stim48hr
HYCC1,0.1761094480752945,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,29,Stim48hr
AKT2,0.1760860532522201,EML4,ALECTINIB; ALECTINIB HYDROCHLORIDE; CERITINIB; CRIZOTINIB; LORLATINIB,True,40,Stim48hr
NTMT1,0.1760829985141754,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,17,Stim48hr
ARAP3,0.1759849786758422,PDE6D,DIPYRIDAMOLE; PENTOXIFYLLINE,False,30,Stim48hr
FAM174A,0.1758608371019363,NDUFB6,METFORMIN; METFORMIN HYDROCHLORIDE,False,44,Stim48hr
MKI67,0.1758601665496826,CD2,ALEFACEPT,False,37,Stim48hr
LRRCC1,0.1758600622415542,NDUFA8,METFORMIN; METFORMIN HYDROCHLORIDE,False,31,Stim48hr
TFEB,0.1758506298065185,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,39,Stim48hr
SPIN4,0.175847515463829,ATP1B3,ACETYLDIGITOXIN; DESLANOSIDE; DIGITOXIN; DIGOXIN; LANATOSIDE C,False,26,Stim48hr
CEP43,0.1758332699537277,NDUFB6,METFORMIN; METFORMIN HYDROCHLORIDE,False,402,Stim48hr
TASL,0.1758136749267578,CD2,ALEFACEPT,False,27,Stim48hr
CRELD1,0.175787553191185,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,13,Stim48hr
PRKD2,0.1757805049419403,PRKCD,MIDOSTAURIN,False,143,Stim48hr
ALG12,0.1757412850856781,CCR5,MARAVIROC,False,135,Stim48hr
HLTF,0.1757275462150573,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,22,Stim48hr
USP19,0.175693541765213,PRKCA,MIDOSTAURIN,False,27,Stim48hr
PGAM5,0.1756796687841415,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,17,Stim48hr
NAT9,0.1756570786237716,PDE6D,DIPYRIDAMOLE; PENTOXIFYLLINE,False,31,Stim48hr
REXO5,0.1756427437067031,NDUFA6,METFORMIN; METFORMIN HYDROCHLORIDE,False,24,Stim48hr
AKR1A1,0.1755836009979248,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,48,Stim48hr
B4GAT1,0.1755818575620651,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,26,Stim48hr
SYT11,0.1755625605583191,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,24,Stim48hr
TCF3,0.1755179017782211,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,51,Stim48hr
THADA,0.1754397302865982,PDE6D,DIPYRIDAMOLE; PENTOXIFYLLINE,False,16,Stim48hr
FUT7,0.1753644943237304,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,26,Stim48hr
NAA35,0.1753642112016677,AHR,TAPINAROF,False,72,Stim48hr
SLC35F2,0.1753268986940384,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,31,Stim48hr
ZFC3H1,0.1752569079399109,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,337,Stim48hr
RFWD3,0.1752404570579528,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,66,Stim48hr
TSTD2,0.1752394139766693,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,228,Stim48hr
SP1,0.1752243191003799,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,345,Stim48hr
ELF4,0.1751907467842102,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,92,Stim48hr
PPP1R8,0.17512808740139,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,89,Stim48hr
ERI1,0.1750463396310806,CD2,ALEFACEPT,False,54,Stim48hr
SH3GLB2,0.1750052124261856,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,45,Stim48hr
LIG4,0.1749930381774902,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,54,Stim48hr
CD300A,0.1749907881021499,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,16,Stim48hr
USP47,0.1749749183654785,PRKCA,MIDOSTAURIN,False,35,Stim48hr
RSPH3,0.174918919801712,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,33,Stim48hr
DCAF15,0.1748960614204406,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,31,Stim48hr
KIF20A,0.1748887449502945,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,220,Stim48hr
PPP2R5B,0.1748320907354354,NDUFA9,METFORMIN; METFORMIN HYDROCHLORIDE,False,42,Stim48hr
EVA1B,0.1747458726167678,CD2,ALEFACEPT,False,25,Stim48hr
PIGQ,0.1747001409530639,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,9,Stim48hr
RAB39B,0.1746904700994491,IDH1,IVOSIDENIB; OLUTASIDENIB; VORASIDENIB,False,35,Stim48hr
MED24,0.1746271699666977,PSMB8,BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE,False,942,Stim48hr
TRAF1,0.1745892167091369,NDUFA8,METFORMIN; METFORMIN HYDROCHLORIDE,False,29,Stim48hr
LPCAT1,0.1745719462633133,PRKCA,MIDOSTAURIN,False,11,Stim48hr
BTN2A1,0.1745710223913192,THRA,DEXTROTHYROXINE; DEXTROTHYROXINE SODIUM; LEVOTHYROXINE; LEVOTHYROXINE SODIUM; LIOTHYRONINE; LIOTHYRONINE SODIUM; TIRATRICOL,False,36,Stim48hr
MCCC2,0.1745378524065017,THRA,DEXTROTHYROXINE; DEXTROTHYROXINE SODIUM; LEVOTHYROXINE; LEVOTHYROXINE SODIUM; LIOTHYRONINE; LIOTHYRONINE SODIUM; TIRATRICOL,False,33,Stim48hr
KCTD15,0.1744758039712906,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,46,Stim48hr
SMIM12,0.1744222193956375,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,17,Stim48hr
GXYLT1,0.1744207441806793,CD2,ALEFACEPT,False,63,Stim48hr
CD99L2,0.1744060218334198,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,164,Stim48hr
HERC6,0.1743999719619751,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,32,Stim48hr
GLB1L3,0.1743886023759842,IDH1,IVOSIDENIB; OLUTASIDENIB; VORASIDENIB,False,14,Stim48hr
CRAMP1,0.1743843257427215,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,57,Stim48hr
CCDC138,0.1743661612272262,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,53,Stim48hr
SS18,0.1742801219224929,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,85,Stim48hr
TRIB2,0.1742571741342544,THRA,DEXTROTHYROXINE; DEXTROTHYROXINE SODIUM; LEVOTHYROXINE; LEVOTHYROXINE SODIUM; LIOTHYRONINE; LIOTHYRONINE SODIUM; TIRATRICOL,False,32,Stim48hr
CCDC71,0.1742520332336425,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,47,Stim48hr
SEC31A,0.1742488592863083,DPP4,ALOGLIPTIN; ALOGLIPTIN BENZOATE; ANAGLIPTIN; EVOGLIPTIN; GEMIGLIPTIN; LINAGLIPTIN; OMARIGLIPTIN; SAXAGLIPTIN HYDROCHLORIDE; SITAGLIPTIN; SITAGLIPTIN FUMARATE; SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE; SITAGLIPTIN PHOSPHATE; TENELIGLIPTIN; TRELAGLIPTIN SUCCINATE; VILDAGLIPTIN,False,102,Stim48hr
CSRNP2,0.1741676777601242,DPP4,ALOGLIPTIN; ALOGLIPTIN BENZOATE; ANAGLIPTIN; EVOGLIPTIN; GEMIGLIPTIN; LINAGLIPTIN; OMARIGLIPTIN; SAXAGLIPTIN HYDROCHLORIDE; SITAGLIPTIN; SITAGLIPTIN FUMARATE; SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE; SITAGLIPTIN PHOSPHATE; TENELIGLIPTIN; TRELAGLIPTIN SUCCINATE; VILDAGLIPTIN,False,22,Stim48hr
MAPKAPK2,0.1741566210985183,NDUFB6,METFORMIN; METFORMIN HYDROCHLORIDE,False,66,Stim48hr
GCLM,0.1741201281547546,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,29,Stim48hr
UBLCP1,0.174109548330307,BCL2L1,NAVITOCLAX,False,39,Stim48hr
ATG4A,0.1740370392799377,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,65,Stim48hr
DAZAP2,0.1740099191665649,ITGB2,EFALIZUMAB; LIFITEGRAST,False,32,Stim48hr
SLC26A2,0.1739815026521682,ALOX5,BALSALAZIDE; BALSALAZIDE DISODIUM; MECLOFENAMATE SODIUM; MECLOFENAMIC ACID; MESALAMINE; OLSALAZINE; OLSALAZINE SODIUM; SULFASALAZINE; ZILEUTON,False,58,Stim48hr
ZFAND2B,0.1739504635334015,NDUFV2,METFORMIN; METFORMIN HYDROCHLORIDE,False,83,Stim48hr
GBP3,0.1739472895860672,VKORC1,ACENOCOUMAROL; DICUMAROL; PHENINDIONE; PHENPROCOUMON; WARFARIN; WARFARIN SODIUM,False,39,Stim48hr
ATG16L2,0.1739084720611572,CSF2RB,SARGRAMOSTIM,False,32,Stim48hr
FAM8A1,0.1739054918289184,KCNQ5,AMIFAMPRIDINE; AMIFAMPRIDINE PHOSPHATE; DALFAMPRIDINE; EZOGABINE; GUANIDINE HYDROCHLORIDE; TEDISAMIL,False,43,Stim48hr
EMB,0.1738908141851425,CD79B,POLATUZUMAB VEDOTIN,False,114,Stim48hr
SLC22A18,0.1738707274198532,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,55,Stim48hr
LRP8,0.1738577634096145,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,22,Stim48hr
TEX261,0.1738575398921966,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,25,Stim48hr
P3H4,0.1738519370555877,NDUFS8,METFORMIN; METFORMIN HYDROCHLORIDE,False,18,Stim48hr
SEC22B,0.1738096624612808,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,43,Stim48hr
ATOX1,0.1737989485263824,NDUFB8,METFORMIN; METFORMIN HYDROCHLORIDE,False,47,Stim48hr
SLC35B2,0.1737618297338485,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,25,Stim48hr
MCOLN2,0.1737404912710189,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,29,Stim48hr
TARBP1,0.1737359762191772,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,18,Stim48hr
SUMO2,0.1736678481101989,DPP4,ALOGLIPTIN; ALOGLIPTIN BENZOATE; ANAGLIPTIN; EVOGLIPTIN; GEMIGLIPTIN; LINAGLIPTIN; OMARIGLIPTIN; SAXAGLIPTIN HYDROCHLORIDE; SITAGLIPTIN; SITAGLIPTIN FUMARATE; SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE; SITAGLIPTIN PHOSPHATE; TENELIGLIPTIN; TRELAGLIPTIN SUCCINATE; VILDAGLIPTIN,False,63,Stim48hr
SLC7A11,0.1736671328544616,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,76,Stim48hr
HTATSF1,0.1736516654491424,CSF2RB,SARGRAMOSTIM,False,49,Stim48hr
ZNF41,0.1736291646957397,CD3G,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,12,Stim48hr
TMEM138,0.1736287325620651,PSMB9,BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE,False,79,Stim48hr
ABHD14B,0.1736119389533996,EML4,ALECTINIB; ALECTINIB HYDROCHLORIDE; CERITINIB; CRIZOTINIB; LORLATINIB,False,21,Stim48hr
CNTRL,0.1735858619213104,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,53,Stim48hr
PRDX3,0.1734361052513122,AHR,TAPINAROF,False,34,Stim48hr
CCNY,0.173434317111969,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,47,Stim48hr
TMEM19,0.1734325587749481,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,36,Stim48hr
ZNF550,0.1734175384044647,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,33,Stim48hr
UBL3,0.1734093874692917,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,95,Stim48hr
TRIM28,0.1733576357364654,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,78,Stim48hr
SYVN1,0.1733090728521347,IDH1,IVOSIDENIB; OLUTASIDENIB; VORASIDENIB,False,148,Stim48hr
IL13,0.1732870191335678,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,True,23,Stim48hr
VAPA,0.1732569485902786,CD2,ALEFACEPT,False,43,Stim48hr
KLHL5,0.1732477247714996,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,102,Stim48hr
MSH2,0.1732267141342163,CD79B,POLATUZUMAB VEDOTIN,False,28,Stim48hr
DERA,0.1731929928064346,NDUFS5,METFORMIN; METFORMIN HYDROCHLORIDE,False,24,Stim48hr
ACP5,0.1731745153665542,NDUFS8,METFORMIN; METFORMIN HYDROCHLORIDE,False,31,Stim48hr
VPS33A,0.1731555461883545,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,61,Stim48hr
ZFP62,0.1731374859809875,NDUFA8,METFORMIN; METFORMIN HYDROCHLORIDE,False,32,Stim48hr
SRD5A3,0.1731252372264862,PRKCQ,MIDOSTAURIN,False,19,Stim48hr
SLC35A3,0.1730525940656662,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,28,Stim48hr
ZNF638,0.1730005294084549,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,64,Stim48hr
HLCS,0.1729865223169326,CD2,ALEFACEPT,False,17,Stim48hr
GLO1,0.1729858368635177,CD274,ATEZOLIZUMAB; AVELUMAB; COSIBELIMAB; DURVALUMAB; SUGEMALIMAB,False,27,Stim48hr
TNPO1,0.1729302555322647,NDUFV2,METFORMIN; METFORMIN HYDROCHLORIDE,False,840,Stim48hr
RAP2C,0.1729243099689483,GPD2,METFORMIN; METFORMIN HYDROCHLORIDE,False,27,Stim48hr
RBM45,0.172911137342453,NDUFB4,METFORMIN; METFORMIN HYDROCHLORIDE,False,16,Stim48hr
RPP25L,0.1728739291429519,NDUFB6,METFORMIN; METFORMIN HYDROCHLORIDE,False,35,Stim48hr
DECR1,0.1728705167770385,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,28,Stim48hr
TSTD1,0.1728547215461731,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,28,Stim48hr
NAB1,0.1728292554616928,NDUFS8,METFORMIN; METFORMIN HYDROCHLORIDE,False,24,Stim48hr
BORCS5,0.1728073209524154,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,46,Stim48hr
LAG3,0.1727646738290786,PIK3CA,ALPELISIB; COPANLISIB; COPANLISIB HYDROCHLORIDE; INAVOLISIB,True,45,Stim48hr
ADAR,0.172745868563652,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,46,Stim48hr
MAGT1,0.172732725739479,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,56,Stim48hr
SPOCK2,0.1727224290370941,CD3G,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,19,Stim48hr
CEP44,0.1726749390363693,CD3G,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,37,Stim48hr
ATP5MC3,0.1726689636707306,PDE6D,DIPYRIDAMOLE; PENTOXIFYLLINE,False,41,Stim48hr
TCF19,0.1726679354906082,AHR,TAPINAROF,False,53,Stim48hr
HNRNPA2B1,0.1726331263780594,NDUFB9,METFORMIN; METFORMIN HYDROCHLORIDE,False,309,Stim48hr
TRAPPC4,0.1726261228322982,THRA,DEXTROTHYROXINE; DEXTROTHYROXINE SODIUM; LEVOTHYROXINE; LEVOTHYROXINE SODIUM; LIOTHYRONINE; LIOTHYRONINE SODIUM; TIRATRICOL,False,29,Stim48hr
ATAD1,0.172623336315155,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,33,Stim48hr
ARHGAP21,0.1725432723760604,NDUFC1,METFORMIN; METFORMIN HYDROCHLORIDE,False,24,Stim48hr
HDAC2,0.1725166887044906,HDAC1,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN; VORINOSTAT,True,93,Stim48hr
PPP1R18,0.1725064665079116,PSMB9,BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE,False,69,Stim48hr
CDK13,0.1724960207939148,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,554,Stim48hr
CERS4,0.1724823117256164,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,29,Stim48hr
S100PBP,0.1724480241537094,NDUFV2,METFORMIN; METFORMIN HYDROCHLORIDE,False,89,Stim48hr
FAM111B,0.1724101603031158,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,20,Stim48hr
CYB5R3,0.1723875403404235,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,65,Stim48hr
PRDM15,0.1723400354385376,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,87,Stim48hr
DPP4,0.1723362207412719,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,True,33,Stim48hr
PEX19,0.1722956001758575,EZH2,TAZEMETOSTAT; TAZEMETOSTAT HYDROBROMIDE,False,56,Stim48hr
GPX7,0.1722711473703384,CD2,ALEFACEPT,False,11,Stim48hr
RRAGD,0.1722695529460907,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,15,Stim48hr
ATF7,0.1721553802490234,PRKCA,MIDOSTAURIN,False,15,Stim48hr
PFKP,0.1721432358026504,PSMB9,BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE,False,64,Stim48hr
ZNF595,0.172138974070549,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,25,Stim48hr
TRIM59,0.1721228659152984,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,25,Stim48hr
ACAA1,0.1721058636903762,PRKCA,MIDOSTAURIN,False,20,Stim48hr
CCDC47,0.1720664650201797,NDUFB8,METFORMIN; METFORMIN HYDROCHLORIDE,False,26,Stim48hr
PLEKHG2,0.1720426231622696,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,27,Stim48hr
SAP30,0.17202790081501,PRKCA,MIDOSTAURIN,False,204,Stim48hr
VPS35L,0.1720165610313415,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,134,Stim48hr
