symbol	gene_group	gene_group_id
CFAP99	Cilia and flagella associated	1491
CFAP100	Cilia and flagella associated	1491
CFAP100-DT	Divergent transcripts	1990
CFAP107		
CFAP119		
CFAP126	Cilia and flagella associated	1491
CFAP141		
CFAP144		
CFAP144P1		
CFAP144P2		
CFAP144P3		
CFAP157	Cilia and flagella associated	1491
CFAP161	Cilia and flagella associated	1491
CFAP184		
CFAP184-OT1	Overlapping transcripts	1988
CFAP206	Cilia and flagella associated	1491
CFAP210		
CFAP221	Cilia and flagella associated	1491
CFAP251	WD repeat domain containing	362
CFAP263	Centriolar satellite proteins	3838
CFAP276		
CFAP298	Cilia and flagella associated|Axonemal dynein assembly factors	1491|1627
CFAP298-TCP10L		
CFAP299	Cilia and flagella associated	1491
CFAP299-AS1	Antisense RNAs	1987
CFAP300	Cilia and flagella associated|Axonemal dynein assembly factors	1491|1627
CFAP410		
CFAP418		
CFAP418-AS1	Antisense RNAs	1987
CFB	Serine proteases|Sushi domain containing|Complement system activation components	738|1179|1638
CFC1	EGF-CFC family	3658
CFC1B	EGF-CFC family	3658
CFD	Granule associated serine proteases of immune defence|Complement system activation components	1636|1638
CFDP1		
CFH	Sushi domain containing|Complement system regulators and receptors	1179|1639
CFHR1	Sushi domain containing|Complement system regulators and receptors	1179|1639
CFHR2	Sushi domain containing|Complement system regulators and receptors	1179|1639
CFHR3	Sushi domain containing|Complement system regulators and receptors	1179|1639
CFHR4	Sushi domain containing|Complement system regulators and receptors	1179|1639
CFHR5	Sushi domain containing|Complement system regulators and receptors	1179|1639
CFI	Serine proteases|Scavenger receptor cysteine rich domain containing|Complement system regulators and receptors	738|1404|1639
CFL1	Cofilin family	3713
CFL1P1		
CFL1P2		
CFL1P3		
CFL1P4		
CFL1P5		
CFL1P6		
CFL1P7		
CFL1P8		
CFL2	Cofilin family	3713
CFLAR	Receptor ligands|Death effector domain containing|Ripoptosome|Death inducing signaling complex	542|1019|1340|1342
CFLAR-AS1	Antisense RNAs	1987
CFP	Complement system activation components	1638
CFTR	Chloride channels, ATP-gated CFTR|ATP binding cassette subfamily C	309|807
CFTR-AS1	Antisense RNAs	1987
CFTR-AS2	Antisense RNAs	1987
CFTRP1		
CFTRP2		
CFTRP3		
CGA	Receptor ligands|Glycoprotein hormone subunits	542|1896
CGAS		
CGB1	Glycoprotein hormone subunits	1896
CGB2	Glycoprotein hormone subunits	1896
CGB3	Receptor ligands|Glycoprotein hormone subunits|Proteins encoded by multiple genes	542|1896|2293
CGB5	Glycoprotein hormone subunits|Proteins encoded by multiple genes	1896|2293
CGB7	Glycoprotein hormone subunits	1896
CGB8	Glycoprotein hormone subunits|Proteins encoded by multiple genes	1896|2293
CGGBP1		
CGN		
CGNL1		
CGREF1	EF-hand domain containing	863
CGRRF1	Ring finger proteins	58
CH25H	Fatty acid hydroxylase domain containing	552
CHAC1	Carbon-nitrogen lyases	3927
CHAC2	Carbon-nitrogen lyases	3927
CHAD	Small leucine rich repeat proteoglycans	573
CHADL		
CHAER1	Long non-coding RNAs with non-systematic symbols	1992
CHAF1A		
CHAF1B	WD repeat domain containing	362
CHAMP1	Zinc fingers C2H2-type	28
CHASERR	Long non-coding RNAs with non-systematic symbols	1992
CHAT	Choline/carnitine acyltransferase family	3696
CHCHD1	Coiled-coil-helix-coiled-coil-helix domain containing proteins|Mitochondrial ribosomal proteins|Small subunit mitochondrial ribosomal proteins	489|646|1996
CHCHD2	Coiled-coil-helix-coiled-coil-helix domain containing proteins	489
CHCHD2P1		
CHCHD2P2		
CHCHD2P3		
CHCHD2P4		
CHCHD2P5		
CHCHD2P6		
CHCHD2P7		
CHCHD2P8		
CHCHD2P9		
CHCHD2P10		
CHCHD2P11		
CHCHD3	Coiled-coil-helix-coiled-coil-helix domain containing proteins|Protein phosphatase 1 regulatory subunits|Mitochondrial contact site and cristae organizing system subunits|MicroRNA protein coding host genes	489|694|1616|1691
CHCHD3P1		
CHCHD3P2		
CHCHD3P3		
CHCHD4	Coiled-coil-helix-coiled-coil-helix domain containing proteins	489
CHCHD4P1		
CHCHD4P2		
CHCHD4P3		
CHCHD4P4		
CHCHD4P5		
CHCHD5	Coiled-coil-helix-coiled-coil-helix domain containing proteins	489
CHCHD6	Coiled-coil-helix-coiled-coil-helix domain containing proteins|Protein phosphatase 1 regulatory subunits|Mitochondrial contact site and cristae organizing system subunits	489|694|1616
CHCHD7	Coiled-coil-helix-coiled-coil-helix domain containing proteins|Mitochondrial respiratory chain complex assembly factors	489|645
CHCHD10	Coiled-coil-helix-coiled-coil-helix domain containing proteins	489
CHCT1		
CHD1	SNF2 related family	1190
CHD1-DT	Divergent transcripts	1990
CHD1L	SNF2 related family|Macro domain containing	1190|1693
CHD2	Helicases|SNF2 related family|MicroRNA protein coding host genes	1166|1190|1691
CHD3	PHD finger proteins|SNF2 related family|NuRD complex subunits|Small nucleolar RNA protein coding host genes	88|1190|1305|1835
CHD4	PHD finger proteins|SNF2 related family|NuRD complex subunits|Small nucleolar RNA protein coding host genes	88|1190|1305|1835
CHD4-AS1	Antisense RNAs	1987
CHD5	PHD finger proteins|SNF2 related family|NuRD complex subunits	88|1190|1305
CHD6	Myb/SANT domain containing|SNF2 related family	532|1190
CHD7	Myb/SANT domain containing|Helicases|SNF2 related family	532|1166|1190
CHD8	SNF2 related family|Small nucleolar RNA protein coding host genes	1190|1835
CHD9	SNF2 related family	1190
CHD9NB		
CHDH	Flavoproteins	2258
CHEK1	Checkpoint kinase 1 family	3452
CHEK2	Checkpoint kinase 2 family	3543
CHEK2P1		
CHEK2P2		
CHEK2P3		
CHEK2P4		
CHEK2P5		
CHEK2P6		
CHEK2P7		
CHERP	G-patch domain containing|Spliceosomal A complex	579|1504
CHFR	Ring finger proteins	58
CHFR-DT	Divergent transcripts	1990
CHGA	Granins|Neuropeptides	925|1902
CHGB	Granins	925
CHI3L1	Chitinases	816
CHI3L2	Chitinases	816
CHIA	Chitinases	816
CHIAP1		
CHIAP2		
CHIAP3		
CHIC1	Armadillo like helical domain containing|Cysteine rich hydrophobic domain family	1492|3914
CHIC2	Cysteine rich hydrophobic domain family	3914
CHIC2-DT	Divergent transcripts	1990
CHID1	Chitinases	816
CHILL1	Long non-coding RNAs with non-systematic symbols	1992
CHIT1	Chitinases	816
CHKA	Choline kinase family	3533
CHKA-DT	Divergent transcripts	1990
CHKB	Choline kinase family	3533
CHKB-CPT1B		
CHKB-DT	Divergent transcripts	1990
CHL1	Fibronectin type III domain containing|I-set domain containing|Ig-like cell adhesion molecule family	555|593|1410
CHL1-AS1	Antisense RNAs	1987
CHL1-AS2	Antisense RNAs	1987
CHLSN	MicroRNA protein coding host genes	1691
CHLSN-AS1	Antisense RNAs	1987
CHM	MicroRNA protein coding host genes|Rab geranylgeranyltransferase subunits	1691|3624
CHML	Rab geranylgeranyltransferase subunits	3624
CHMP1A	Charged multivesicular body proteins|ESCRT-III associated factors	482|1119
CHMP1AP1		
CHMP1B	Charged multivesicular body proteins|ESCRT-III associated factors	482|1119
CHMP1B-AS1	Antisense RNAs	1987
CHMP1B2P	Unitary pseudogenes	3418
CHMP2A	Charged multivesicular body proteins|ESCRT-III	482|1118
CHMP2B	Charged multivesicular body proteins|ESCRT-III	482|1118
CHMP3	Charged multivesicular body proteins|ESCRT-III	482|1118
CHMP3-AS1	Antisense RNAs	1987
CHMP4A	Charged multivesicular body proteins|ESCRT-III	482|1118
CHMP4AP1		
CHMP4B	Charged multivesicular body proteins|ESCRT-III	482|1118
CHMP4BP1		
CHMP4C	Charged multivesicular body proteins|ESCRT-III	482|1118
CHMP5	Charged multivesicular body proteins|ESCRT-III associated factors	482|1119
CHMP5P1		
CHMP6	Charged multivesicular body proteins|ESCRT-III	482|1118
CHMP7	Charged multivesicular body proteins|ESCRT-III associated factors	482|1119
CHN1	Rho GTPase activating proteins|SH2 domain containing	721|741
CHN2	Rho GTPase activating proteins|SH2 domain containing	721|741
CHN2-AS1	Antisense RNAs	1987
CHODL	C-type lectin domain containing	1298
CHODL-AS2	Antisense RNAs	1987
CHORDC1		
CHORDC1P1		
CHORDC1P3		
CHORDC1P4		
CHORDC1P5		
CHORDC2P		
CHP1	EF-hand domain containing	863
CHP1P1		
CHP1P2		
CHP1P3		
CHP2	EF-hand domain containing	863
CHPF	Beta 4-glycosyltransferases|Beta 3-glycosyltransferases	425|426
CHPF2	Beta 4-glycosyltransferases|Beta 3-glycosyltransferases|MicroRNA protein coding host genes	425|426|1691
CHPT1		
CHRAC1	Chromatin accessibility complex	1633
CHRD	Chordin family	1661
CHRDL1	Chordin family	1661
CHRDL2	Chordin family|MicroRNA protein coding host genes	1661|1691
CHRFAM7A		
CHRFAM7AP1		
CHRFAM7AP2		
CHRM1	Cholinergic receptors muscarinic	180
CHRM1-AS1	Antisense RNAs	1987
CHRM2	Cholinergic receptors muscarinic|MicroRNA protein coding host genes	180|1691
CHRM3	Cholinergic receptors muscarinic	180
CHRM3-AS1	Antisense RNAs	1987
CHRM3-AS2	Antisense RNAs	1987
CHRM4	Cholinergic receptors muscarinic	180
CHRM5	Cholinergic receptors muscarinic	180
CHRNA1	Cholinergic receptors nicotinic subunits	173
CHRNA2	Cholinergic receptors nicotinic subunits	173
CHRNA3	Cholinergic receptors nicotinic subunits	173
CHRNA4	Cholinergic receptors nicotinic subunits	173
CHRNA5	Cholinergic receptors nicotinic subunits	173
CHRNA6	Cholinergic receptors nicotinic subunits	173
CHRNA7	Cholinergic receptors nicotinic subunits	173
CHRNA9	Cholinergic receptors nicotinic subunits	173
CHRNA10	Cholinergic receptors nicotinic subunits	173
CHRNB1	Cholinergic receptors nicotinic subunits	173
CHRNB2	Cholinergic receptors nicotinic subunits	173
CHRNB3	Cholinergic receptors nicotinic subunits	173
CHRNB4	Cholinergic receptors nicotinic subunits	173
CHRND	Cholinergic receptors nicotinic subunits	173
CHRNE	Cholinergic receptors nicotinic subunits	173
CHRNG	Cholinergic receptors nicotinic subunits	173
CHROMR	Long non-coding RNAs with non-systematic symbols	1992
CHST1	Sulfotransferases, membrane bound	763
CHST2	Sulfotransferases, membrane bound	763
CHST3	Sulfotransferases, membrane bound	763
CHST4	Sulfotransferases, membrane bound	763
CHST5	Sulfotransferases, membrane bound	763
CHST6	Sulfotransferases, membrane bound	763
CHST7	Sulfotransferases, membrane bound	763
CHST8	Sulfotransferases, membrane bound	763
CHST9	Sulfotransferases, membrane bound	763
CHST10	Sulfotransferases, membrane bound	763
CHST11	Sulfotransferases, membrane bound|MicroRNA protein coding host genes	763|1691
CHST12	Sulfotransferases, membrane bound	763
CHST13	Sulfotransferases, membrane bound	763
CHST14	Sulfotransferases, membrane bound	763
CHST15	Sulfotransferases, membrane bound	763
CHSY1	Beta 4-glycosyltransferases|Beta 3-glycosyltransferases	425|426
CHSY3	Beta 4-glycosyltransferases|Beta 3-glycosyltransferases	425|426
CHSY3-AS1	Antisense RNAs	1987
CHTF8		
CHTF8P1		
CHTF18	AAA ATPases	413
CHTOP	Transcription and export complex 1 subunits	1348
CHUK	I kappa B kinase family|IKK complex	1802|1817
CHUK-DT	Divergent transcripts	1990
CHURC1		
CHURC1-FNTB		
CIAO1	WD repeat domain containing|Cytosolic iron-sulfur assembly components	362|1028
CIAO2A	Cytosolic iron-sulfur assembly components	1028
CIAO2AP1		
CIAO2AP2		
CIAO2B	Cytosolic iron-sulfur assembly components	1028
CIAO3	Cytosolic iron-sulfur assembly components	1028
CIAPIN1	Cytosolic iron-sulfur assembly components|7BS orphan methyltransferases	1028|2066
CIAPIN1P		
CIART		
CIB1	EF-hand domain containing	863
CIB2	EF-hand domain containing	863
CIB3	EF-hand domain containing	863
CIB4	EF-hand domain containing	863
CIBAR1		
CIBAR1-DT	Divergent transcripts	1990
CIBAR1P1		
CIBAR1P2		
CIBAR2		
CIC		
CICP1		
CICP2		
CICP3		
CICP4		
CICP5		
CICP6		
CICP7		
CICP8		
CICP9		
CICP10		
CICP11		
CICP12		
CICP13		
CICP14		
CICP15		
CICP16		
CICP17		
CICP18		
CICP19		
CICP20		
CICP21		
CICP22		
CICP23		
CICP24		
CICP25		
CICP26		
CICP27		
CICP28		
CIDEA		
CIDEB		
CIDEC		
CIDECP1		
CIDECP2		
CIITA	NLR family	666
CILK1	CILK1, MAK, MOK protein kinase family	3482
CILP	Immunoglobulin like domain containing	594
CILP2	Immunoglobulin like domain containing	594
CIMAP1A		
CIMAP1B		
CIMAP1C		
CIMAP1D		
CIMAP2		
CIMAP3		
CIMIP1		
CIMIP2A		
CIMIP2B		
CIMIP2C		
CIMIP3		
CIMIP4		
CIMIP5		
CIMIP6		
CIMIP7		
CINP		
CIP2A	Armadillo like helical domain containing	1492
CIPC		
CIR1P1		
CIR1P2		
CIR1P3		
CIRBP	RNA binding motif containing	725
CIRBP-AS1	Antisense RNAs	1987
CIROP		
CIROZ		
CIRSR		
CISAT	Long non-coding RNAs with non-systematic symbols	1992
CISD1	CDGSH iron sulfur domain containing|Transaminases	481|3517
CISD1P1		
CISD2	CDGSH iron sulfur domain containing	481
CISD3	CDGSH iron sulfur domain containing	481
CISH	SH2 domain containing|Suppressors of cytokine signaling	741|764
CIST1		
CISTR	Long non-coding RNAs with non-systematic symbols	1992
CIT	MicroRNA protein coding host genes|DMPK kinase family	1691|3489
CITED1	CBP/p300-interacting transactivator with ED-rich tail family	3811
CITED2	CBP/p300-interacting transactivator with ED-rich tail family	3811
CITED4	CBP/p300-interacting transactivator with ED-rich tail family	3811
CIZ1	Zinc fingers matrin-type	84
CKAP2		
CKAP2-DT	Divergent transcripts	1990
CKAP2L		
CKAP2LP1		
CKAP2P1		
CKAP4		
CKAP5	TOG domain containing|MicroRNA protein coding host genes|Small nucleolar RNA protein coding host genes	1495|1691|1835
CKB	Creatine kinase family	3534
CKBP1		
CKLF		
CKLF-CMTM1		
CKM	Creatine kinase family	3534
CKMT1A	Proteins encoded by multiple genes|Creatine kinase family	2293|3534
CKMT1B	Proteins encoded by multiple genes|Creatine kinase family	2293|3534
CKMT2	Creatine kinase family	3534
CKMT2-AS1	Antisense RNAs	1987
CKS1B	MicroRNA protein coding host genes	1691
CKS1BP1		
CKS1BP2		
CKS1BP3		
CKS1BP4		
CKS1BP5		
CKS1BP6		
CKS1BP7		
CKS2	MicroRNA protein coding host genes	1691
CLASP1	TOG domain containing	1495
CLASP1-AS1	Antisense RNAs	1987
CLASP2	TOG domain containing	1495
CLASRP		
CLBA1		
CLC	Galectins	629
CLCA1	Chloride channel accessory	867
CLCA2	Chloride channel accessory	867
CLCA3P	Chloride channel accessory	867
CLCA4	Chloride channel accessory	867
CLCA4-AS1	Antisense RNAs	1987
CLCC1	Tetraspan junctional complex superfamily	1471
CLCF1	Interleukin 6 type cytokine family	1264
CLCN1	CLC chloride channel and transporter family	302
CLCN2	CLC chloride channel and transporter family	302
CLCN3	CLC chloride channel and transporter family	302
CLCN3P1		
CLCN4	CLC chloride channel and transporter family	302
CLCN5	CLC chloride channel and transporter family|MicroRNA protein coding host genes	302|1691
CLCN6	CLC chloride channel and transporter family	302
CLCN7	CLC chloride channel and transporter family|Protein phosphatase 1 regulatory subunits	302|694
CLCN7-AS1	Antisense RNAs	1987
CLCNKA	CLC chloride channel and transporter family	302
CLCNKB	CLC chloride channel and transporter family	302
CLCP1		
CLCP2		
CLDN1	Claudins	488
CLDN2	Claudins	488
CLDN3	Claudins	488
CLDN4	Claudins	488
CLDN5	Claudins	488
CLDN6	Claudins	488
CLDN7	Claudins	488
CLDN7P1		
CLDN8	Claudins	488
CLDN9	Claudins	488
CLDN10	Claudins	488
CLDN10-AS1	Antisense RNAs	1987
CLDN11	Claudins|MicroRNA protein coding host genes	488|1691
CLDN12	Claudins	488
CLDN14	Claudins	488
CLDN15	Claudins	488
CLDN16	Claudins	488
CLDN17	Claudins	488
CLDN18	Claudins	488
CLDN19	Claudins	488
CLDN20	Claudins	488
CLDN22	Claudins	488
CLDN23	Claudins	488
CLDN24	Claudins	488
CLDN25	Claudins	488
CLDN34		
CLDND1		
CLDND1-AS1	Antisense RNAs	1987
CLDND2		
CLEC1A	C-type lectin domain containing	1298
CLEC1B	C-type lectin domain containing	1298
CLEC2A	C-type lectin domain containing	1298
CLEC2B	C-type lectin domain containing	1298
CLEC2D	C-type lectin domain containing	1298
CLEC2L	C-type lectin domain containing	1298
CLEC3A	C-type lectin domain containing	1298
CLEC3B	C-type lectin domain containing	1298
CLEC4A	CD molecules|C-type lectin domain containing	471|1298
CLEC4C	CD molecules|C-type lectin domain containing	471|1298
CLEC4D	CD molecules|C-type lectin domain containing	471|1298
CLEC4E	C-type lectin domain containing	1298
CLEC4F	C-type lectin domain containing	1298
CLEC4G	C-type lectin domain containing	1298
CLEC4GP1		
CLEC4M	CD molecules	471
CLEC4OP	Unitary pseudogenes	3418
CLEC5A	C-type lectin domain containing	1298
CLEC6A	C-type lectin domain containing	1298
CLEC7A	CD molecules|Scavenger receptors|C-type lectin domain containing	471|1253|1298
CLEC9A	CD molecules|C-type lectin domain containing	471|1298
CLEC10A	CD molecules|C-type lectin domain containing	471|1298
CLEC11A	C-type lectin domain containing	1298
CLEC12A	CD molecules|C-type lectin domain containing	471|1298
CLEC12A-AS1	Antisense RNAs	1987
CLEC12B	C-type lectin domain containing	1298
CLEC14A	C-type lectin domain containing	1298
CLEC16A	C-type lectin domain containing	1298
CLEC17A	C-type lectin domain containing	1298
CLEC18A	C-type lectin domain containing|CAP and C-type lectin domain containing	1298|1487
CLEC18B	C-type lectin domain containing|CAP and C-type lectin domain containing	1298|1487
CLEC18C	C-type lectin domain containing|CAP and C-type lectin domain containing	1298|1487
CLEC19A	C-type lectin domain containing	1298
CLEC20A	C-type lectin domain containing	1298
CLECL1		
CLGN		
CLHC1	TSNAXIP1 domain containing	2229
CLIC1	CLIC family	307
CLIC1P1		
CLIC1P2		
CLIC1P3		
CLIC2	CLIC family	307
CLIC3	CLIC family	307
CLIC4	CLIC family	307
CLIC4P1		
CLIC4P2		
CLIC4P3		
CLIC5	CLIC family	307
CLIC6	CLIC family	307
CLINT1		
CLIP1		
CLIP1-AS1	Antisense RNAs	1987
CLIP2		
CLIP3	Ankyrin repeat domain containing	403
CLIP4	Ankyrin repeat domain containing	403
CLK1	CDC like kinases	480
CLK2	CDC like kinases	480
CLK2P1		
CLK3	CDC like kinases	480
CLK3-AS1	Antisense RNAs	1987
CLK3P1		
CLK3P2		
CLK4	CDC like kinases	480
CLLU1	Long non-coding RNAs with non-systematic symbols	1992
CLLU1-AS1	Antisense RNAs	1987
CLMAT3	Long non-coding RNAs with non-systematic symbols	1992
CLMB	MicroRNA protein coding host genes	1691
CLMN		
CLMP	V-set domain containing|I-set domain containing|IgCAM CXADR-related subfamily	590|593|1414
CLN3	Solute carrier family 29	2180
CLN5		
CLN6		
CLN8	TLC domain containing	1374
CLN8-AS1	Antisense RNAs	1987
CLNK	SH2 domain containing	741
CLNK-AS1	Antisense RNAs	1987
CLNK-AS2	Antisense RNAs	1987
CLNK-AS3	Antisense RNAs	1987
CLNK-DT	Divergent transcripts	1990
CLNS1A		
CLNS1AP1		
CLOCK	Basic helix-loop-helix proteins|Lysine acetyltransferases|PAS domain containing	420|486|2127
CLOCK-AS1	Antisense RNAs	1987
CLP1		
CLPB	Ankyrin repeat domain containing|AAA ATPases|Chaperonins	403|413|587
CLPP	AAA ATPases	413
CLPS		
CLPSL1		
CLPSL2		
CLPTM1		
CLPTM1L		
CLPTM1L-DT	Divergent transcripts	1990
CLPTM1LP1		
CLPX	AAA ATPases|Mitochondrial nucleoid associated proteins	413|2290
CLRN1	Clarins	1473
CLRN2	Clarins	1473
CLRN3	Clarins	1473
CLSPN		
CLSPN-AS1	Antisense RNAs	1987
CLSPN-DT	Divergent transcripts	1990
CLSTN1	Cadherin related	24
CLSTN2	Cadherin related	24
CLSTN2-AS1	Antisense RNAs	1987
CLSTN3	Cadherin related	24
CLTA	Clathrin subunits	1647
CLTAP1		
CLTAP2		
CLTB	Clathrin subunits	1647
CLTC	Clathrin subunits	1647
CLTCL1	Clathrin subunits	1647
CLTRN		
CLU	Complement system regulators and receptors|MicroRNA protein coding host genes	1639|1691
CLUH	MicroRNA protein coding host genes	1691
CLUHP1		
CLUHP2		
CLUHP3		
CLUHP4		
CLUHP5		
CLUHP6		
CLUHP7		
CLUHP8		
CLUHP9		
CLUHP10		
CLUHP11		
CLUL1		
CLVS1	CRAL-TRIO lipid binding domain containing	3691
CLVS1-AS1	Antisense RNAs	1987
CLVS2	CRAL-TRIO lipid binding domain containing	3691
CLXN	EF-hand domain containing|Outer dynein arm docking complex subunits	863|2019
CLYBL	MicroRNA protein coding host genes	1691
CLYBL-AS1	Antisense RNAs	1987
CLYBL-AS2	Antisense RNAs	1987
